UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
6483,1974,Male,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Independent,1,Yes,No,No,Yes,No,No,Public,No,,,Yes,No,Yes,No,Science,Study first,No,No,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,No,Yes,Yes,No,P.M.,Yes,Start,No,Yes,,Yes,Yes,No,No,No,TMI,No,Yes,Talk,People,No,Yes,Yes,,No,Supportive,No,,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,71
6484,1990,Female,,Single (no kids),Current Undergraduate,,0,No,No,No,No,Yes,No,Public,No,No,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,No,Receiving,Yes,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,Yes,Mysterious,Yes,Yes,Tunes,People,Yes,Yes,No,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,,No,,,Online,No,No,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,98
6486,1962,Female,,Single (no kids),Bachelor's Degree,,0,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Talk,Technology,No,No,Yes,No,Yes,Demanding,Yes,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,101
6488,1941,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Independent,1,No,No,No,No,Yes,Yes,Public,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,,,Yes,No,No,Yes,No,No,No,No,,,,,,,,Yes,,,,,,,,,,,,,,,51
6489,NA,Male,,Married (w/kids),Bachelor's Degree,,0,No,Yes,,No,Yes,No,Public,Yes,Yes,No,Yes,No,No,Yes,,Try first,No,No,,No,,No,Yes,Pragmatist,,No,Hot headed,Odd hours,Yes,Right,Yes,Yes,No,,P.M.,Yes,Start,,,,No,Yes,Yes,Yes,No,,No,,Tunes,Technology,No,Yes,Yes,Yes,Yes,Demanding,No,Mac,,Cautious,No,Umm...,No,Space,No,In-person,,No,Yes,No,Grrr people,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,,No,Yes,Yes,No,Nope,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,87
6490,1948,Female,,Married (no kids),Doctoral Degree,Democrat,1,,,,,,,,,,,,,No,,,Study first,Yes,Yes,Yes,Yes,Giving,Yes,,,,,,,,,,,,,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,TMI,No,Yes,Tunes,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
6491,1952,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,Republican,0,,No,,Yes,Yes,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,No,,No,Yes,P.M.,Yes,,No,No,Circumstances,Yes,No,No,Yes,Yes,,No,No,Talk,People,No,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes,76
6492,NA,,,,,,1,No,Yes,,,,,,No,No,No,No,No,,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,,,,,Yes,,Yes,No,,Yes,Yes,No,Yes,No,Mysterious,No,Yes,,,,,,,,,,,No,Cautious,No,Yes!,No,Socialize,No,,No,,,,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,,55
6496,1966,Female,"$50,000 - $74,999",Single (no kids),,Libertarian,0,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,No,Yes,No,Check!,No,Yes,No,Yes,No,No,Yes,No,No,Yes,101
6498,NA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,No,Yes,,,,,,,,,,Yes,No,,No,Yes,Own,,,,,,,Check!,No,No,No,No,No,Yes,Yes,Yes,No,Yes,31
6499,NA,,,,,,0,No,No,No,No,Yes,Yes,,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,No,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,,No,P.M.,Yes,End,,No,Circumstances,Yes,No,Yes,Yes,Yes,,No,No,Talk,Technology,Yes,No,Yes,No,No,Supportive,No,Mac,No,Cautious,No,,No,,No,Online,No,Yes,No,Yes,Grrr people,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,95
6500,NA,,,,,,1,,,No,No,Yes,Yes,Public,No,Yes,No,,,,,,,,,,,,,Yes,Pragmatist,No,No,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimist,Dad,Yes,Yes,Yes,No,Check!,No,No,Yes,Yes,No,No,Yes,Yes,No,No,41
6506,1966,Female,"$75,000 - $100,000",Single (no kids),Master's Degree,Independent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,Yes,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,Own,Optimist,Mom,,Yes,Yes,Yes,Check!,Yes,Yes,No,Yes,No,,,,,,27
6508,1981,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Other,1,No,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,,No,Yes,Yes,Yes,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,No,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,No,No,Yes,No,No,Yes,100
6509,NA,,,,,,1,,,,,,,,,,,,,No,,,Study first,No,Yes,Yes,Yes,Giving,No,No,Pragmatist,Yes,No,Hot headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,Yes,No,No,TMI,Yes,No,,,Yes,No,Yes,No,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,No,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,85
6510,1981,,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Libertarian,0,Yes,No,No,Yes,No,No,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,No,Start,Yes,No,Me,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Own,Pessimist,Dad,Yes,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
6511,NA,,,,,,1,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,No,No,Pragmatist,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,,,,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,Yes,Yes,,No,Yes,No,No,Yes,55
6512,1995,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Independent,0,No,Yes,No,No,No,Yes,Public,Yes,No,Yes,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,No,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,No,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,No,No,No,No,Yes,No,Yes,No,No,No,101
6514,1996,Male,"under $25,000",Single (no kids),Current K-12,Republican,1,Yes,Yes,No,No,Yes,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,No,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,No,No,No,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Yay people!,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Own,Optimist,Dad,No,No,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
6515,1993,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Odd hours,Yes,Right,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,TMI,No,Yes,Tunes,People,Yes,No,No,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,No,No,No,No,No,Yes,No,No,No,No,No,No,Rent,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,75
6516,1966,Male,"$75,000 - $100,000",Married (w/kids),Associate's Degree,Democrat,1,No,No,No,Yes,Yes,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,No,No,Idealist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,No,No,Yes,TMI,No,No,Tunes,People,No,Yes,No,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,No,Yes,No,Yay people!,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,101
6518,1995,Female,,Single (no kids),Current Undergraduate,Other,0,No,No,No,No,No,No,Public,Yes,Yes,No,,Yes,Yes,No,Science,Try first,Yes,Yes,No,No,Receiving,No,No,,Yes,No,Hot headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Rent,Optimist,Mom,No,Yes,Yes,No,Nope,No,No,,Yes,Yes,No,Yes,No,No,Yes,98
6519,1995,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,0,Yes,No,No,No,Yes,No,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Rent,Optimist,Mom,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
6525,1973,Male,,,Master's Degree,Republican,0,Yes,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Try first,No,No,No,Yes,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,101
6528,NA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,Yes,Yes,Talk,People,No,,,,,,,,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,Yes,Yes,No,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,,Yes,Yes,No,Yes,49
6529,2000,Female,"under $25,000",Single (no kids),Current K-12,Republican,1,,,Yes,No,Yes,No,Public,Yes,No,Yes,Yes,,,,,,,,,,,,Yes,,,,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,No,End,Yes,Yes,Me,No,,,,,,,,,,,,,,,,No,Mac,No,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,,No,Yes,Yes,No,No,Own,,,,,,,,,,,,,,,,,,40
6530,NA,Male,,Married (no kids),Bachelor's Degree,Libertarian,1,,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,Yes,No,Receiving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,Right,No,Yes,Yes,Yes,A.M.,Yes,End,No,Yes,Me,No,No,Yes,Yes,No,TMI,Yes,No,Talk,Technology,No,Yes,Yes,No,No,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Rent,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,100
6532,1976,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,1,No,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,People,Yes,No,No,Yes,Yes,Demanding,Yes,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,101
6534,NA,Female,,,,Libertarian,1,,,,,,,,,,,Yes,,,Yes,Science,Study first,,Yes,,,,,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,No,Mysterious,,,,,,,,,,,,,,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,39
6535,1981,Male,"$75,000 - $100,000",Married (no kids),Doctoral Degree,Independent,1,,,,,,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,No,TMI,Yes,No,Tunes,People,No,No,Yes,No,,,,,Yes,Cautious,No,Yes!,No,Socialize,Yes,Online,Yes,No,,,,Yes,No,Yes,No,Yes,Yes,No,,,,,,,Optimist,Mom,Yes,Yes,No,Yes,,Yes,No,No,Yes,,No,Yes,,No,Yes,56
6537,NA,,,,,,1,,Yes,No,Yes,No,No,Public,No,No,No,No,No,No,Yes,Art,Study first,No,No,No,Yes,Giving,Yes,,,,,Hot headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,Yes,Me,No,No,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,96
6542,NA,,,,,,1,,,No,,No,No,Public,No,No,No,Yes,No,No,Yes,Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Yay people!,,,,,,,No,Yes,No,Yes,No,No,Rent,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,47
6544,1983,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,,1,,,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,,,,,No,No,Yes,No,Giving,Yes,Yes,Idealist,Yes,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,Yes,TMI,Yes,No,Tunes,People,No,No,Yes,Yes,No,Supportive,Yes,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,,No,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Check!,Yes,,,Yes,Yes,No,Yes,No,No,Yes,92
6545,1948,Male,"under $25,000",Married (no kids),Master's Degree,Other,1,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,,Yes,No,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,No,A.M.,No,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Talk,People,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,No,Yes,Yay people!,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,100
6548,1995,Female,,Single (no kids),High School Diploma,Independent,0,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,No,,,,,,Yes,No,Yes,P.M.,No,Start,No,No,Circumstances,No,,Yes,Yes,No,,No,,,,,,,,,,No,PC,Yes,,Yes,Umm...,Yes,,No,,,Yes,Yes,Yes,Grrr people,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Check!,No,No,No,Yes,No,Yes,Yes,Yes,No,,42
6549,1995,Female,"under $25,000",Single (no kids),Current K-12,Republican,1,Yes,Yes,No,No,No,Yes,Public,No,No,Yes,Yes,Yes,Yes,No,Science,Study first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,,No,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,100
6552,1985,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,1,,No,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Art,Try first,No,No,No,No,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,No,No,Yes,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Rent,Optimist,Dad,No,No,No,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,No,Yes,100
6554,1998,Male,,Single (no kids),Current K-12,Libertarian,0,,No,No,No,Yes,Yes,Public,,,,Yes,Yes,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,Yes,No,Tunes,People,Yes,No,No,Yes,Yes,Demanding,No,,No,Risk-friendly,No,Yes!,,Socialize,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,No,Yes,,,,,Yes,90
6555,1998,Female,,Single (no kids),Current K-12,Independent,0,,,,No,No,No,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Start,No,No,,Yes,Yes,Yes,,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Demanding,No,PC,No,Cautious,Yes,Umm...,No,Space,Yes,In-person,No,No,No,No,Yay people!,Yes,No,No,No,,No,No,No,Yes,,Yes,No,,Pessimist,Dad,No,No,No,No,Check!,No,No,No,Yes,Yes,No,,,,No,62
6559,NA,,,,,,0,Yes,Yes,No,Yes,No,No,Public,,,,,,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,No,,,,,,,,,,,,,,Yes,Start,Yes,No,Circumstances,Yes,,,,,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,Yes,PC,Yes,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,39
6564,NA,,,,,,1,No,No,No,No,No,Yes,Public,No,,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,,Yes,Yes,Yes,No,A.M.,Yes,End,No,No,Circumstances,Yes,Yes,Yes,Yes,Yes,Mysterious,No,,Talk,Technology,,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,No,No,No,No,No,Yes,Yes,Yes,,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,No,95
6565,1993,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,,No,No,Yes,No,Yes,Public,No,No,No,,Yes,No,Yes,Science,Study first,No,No,Yes,Yes,Receiving,No,No,,No,Yes,Cool headed,Odd hours,No,,No,,,,P.M.,No,Start,No,No,Me,No,No,Yes,No,No,Mysterious,No,,Tunes,Technology,No,No,Yes,,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,Online,No,No,Yes,Yes,Grrr people,No,No,,Yes,No,Yes,Yes,Yes,No,,,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,No,No,No,No,No,No,Yes,No,No,Yes,89
